Exp,Sample type,ACTA1_large_than_RPRD1B,ACTA2_large_than_GAPDH,ACTN1_large_than_ASAH1,ACTN1_large_than_ICAM1,ACTN1_large_than_PEPD,ALDOC_large_than_LAMB1,APOA4_large_than_PRDX6,ASAH1_large_than_CALR,ASAH1_large_than_CFL1,ASAH1_large_than_DYNC1H1,ASAH1_large_than_ENO1,ASAH1_large_than_HNRNPA2B1,ASAH1_large_than_HSPA8,ASAH1_large_than_HSPD1,ASAH1_large_than_ICAM1,ASAH1_large_than_LAMB1,ASAH1_large_than_MRC1,ASAH1_large_than_PNP,ASAH1_large_than_PSEN1,ASAH1_large_than_TIMP1,ASAH1_large_than_TPM2,ASAH1_large_than_TPM4,ASAH1_large_than_TXN,ASAH1_large_than_VCP,ASAH1_large_than_WDR12,ASAH1_large_than_YWHAE,ASAH1_large_than_YWHAG,ASAH1_large_than_YWHAQ,CALR_large_than_FKBP4,CFL1_large_than_ICAM1,CFL1_large_than_PEPD,CFL1_large_than_YWHAG,CPQ_large_than_SOD1,ENO1_large_than_ICAM1,ENO1_large_than_PEPD,HSPA8_large_than_PSEN1,HSPD1_large_than_ICAM1,ICAM1_large_than_TPM4,LAMB1_large_than_TXN,MRC1_large_than_TXN,PEPD_large_than_YWHAE
Exp044026,normal,-1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,-1,-1,-1,0,-1,-1,1,-1,1,1,-1,1
Exp044033,normal,-1,-1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,-1,1,0,1,1,1,1,-1,1,-1,1,-1,1,1,-1,0,-1,1,1,1,-1,1,1,1
Exp044034,normal,-1,-1,1,1,-1,-1,1,-1,1,-1,-1,-1,0,-1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,1,-1,-1,0,-1,-1,-1,0,-1,-1,0,1,1,1,1,1
Exp044035,normal,-1,-1,-1,1,-1,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,-1,-1,-1,0,1,-1,-1,-1,1,0,-1,1
Exp044036,normal,-1,-1,-1,-1,1,1,1,1,-1,0,1,1,1,-1,-1,1,1,0,1,1,-1,1,1,1,-1,1,-1,1,0,1,1,-1,0,-1,-1,-1,1,1,1,1,-1
Exp044086,normal,-1,-1,-1,-1,-1,0,0,1,1,0,0,-1,0,1,-1,1,1,1,1,1,0,1,0,1,-1,0,-1,1,0,-1,-1,-1,0,0,0,0,-1,1,0,0,0
Exp044104,normal,0,-1,0,0,0,-1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,-1,1,0,0,0,0,0,1,-1,1,1,1,1,1,0
Exp044045,normal,-1,-1,-1,-1,1,0,0,1,0,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,1,1,0,-1,1,1,1,0
Exp044060,normal,-1,-1,-1,1,1,-1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,-1,-1,-1,0,-1,-1,0,-1,1,1,1,0
Exp044099,normal,1,-1,-1,-1,-1,-1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,0,0,0,-1,-1,0,0,-1,-1,-1,-1,-1,1,1,-1
Exp044088,normal,-1,-1,-1,-1,1,-1,0,1,0,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0,0,0,0,1,1,0,1,1,1,1,0
Exp041926,normal,-1,-1,-1,-1,-1,-1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,-1,-1,0,-1,1,1,1,0
Exp044110,normal,-1,-1,-1,1,1,-1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,1,-1,-1,0,-1,1,0,0,1
Exp044137,normal,-1,-1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,0,1,0,1,1,1
Exp044308,normal,-1,-1,1,1,1,0,1,1,0,0,0,1,1,1,1,1,1,0,1,1,0,0,1,1,-1,1,1,1,-1,0,0,0,0,0,0,-1,-1,0,1,1,1
Exp044170,normal,-1,1,-1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,-1,1,-1,-1,1,-1,-1,1,-1,-1
Exp044186,normal,-1,-1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,-1,-1,-1,1,-1,-1,1,-1,1,-1,1,1
Exp044181,normal,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,0,1,1,1,0,-1,-1,1,-1,1,1,-1,-1
Exp044208,normal,-1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,-1,-1,-1,1,-1,-1,-1,-1,1,1,1,1
Exp044211,normal,-1,-1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,-1,1,1,1,1,-1,-1,-1,1,-1,-1,-1,-1,1,1,1,1
Exp044227,normal,-1,-1,-1,1,-1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,1,0
Exp044228,normal,-1,1,-1,-1,-1,-1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1
Exp044238,normal,1,1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,-1,1,-1,-1,1
Exp044282,normal,1,-1,0,-1,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,0,-1,-1,-1,-1,1,1,1,0
Exp044283,normal,-1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,-1,-1,-1,0,-1,-1,1,1,1,1,1,0
Exp044255,normal,-1,-1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,0,-1,-1,-1,1,1,-1,-1,1
Exp044270,normal,1,-1,0,-1,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,-1,0,-1,-1,1,-1,-1,0,1,0
Exp044271,normal,1,1,1,1,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,-1,1,-1,-1,1,-1,1,0,0,0
Exp044307,normal,-1,-1,-1,-1,-1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,-1,-1,-1,-1,0,1,1,0,1,1,1,1,1
Exp044323,normal,-1,-1,-1,-1,-1,0,1,1,0,1,-1,0,1,1,-1,1,1,1,-1,0,1,1,1,-1,-1,-1,-1,1,0,0,0,0,0,1,1,-1,-1,1,1,1,-1
Exp044332,normal,-1,-1,-1,-1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,-1,-1,-1,-1,0,-1,-1,-1,-1,1,-1,-1,-1
Exp043243,normal,-1,-1,-1,-1,-1,0,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1,1,0,0,0,0,0,-1,-1,0,1,0,1,1,0
Exp043298,normal,-1,-1,-1,-1,-1,-1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,1,0,1,-1,-1,-1,0,0,-1,-1,1,1,1,0
Exp043329,normal,-1,1,-1,-1,-1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,-1,-1,-1,1,-1,1,-1,-1,1,0,0,0
Exp042368,normal,-1,-1,1,-1,-1,0,1,0,0,1,1,0,0,-1,-1,1,0,-1,-1,0,1,0,0,-1,-1,0,-1,0,0,0,0,0,0,-1,-1,0,1,0,0,0,0
Exp042370,normal,-1,0,-1,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,1,0,0,0,0,1,1,-1,1,0,1,1,0
Exp042392,normal,-1,-1,1,1,-1,0,0,1,0,-1,0,-1,0,0,-1,-1,-1,0,-1,0,-1,0,-1,-1,-1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,-1,1
Exp042360,normal,-1,-1,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,1,1,1,-1,-1,-1,1,1,-1,-1,-1
Exp042219,normal,-1,-1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,1,-1,-1,-1,1,1,0,0,0
Exp042220,normal,-1,-1,-1,1,1,-1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0,1,1,1,-1,-1,-1,0,-1,-1,0,1,1,1,1,0
Exp042221,normal,-1,-1,0,-1,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,0,-1,-1,-1,-1,1,1,1,1
Exp042222,normal,1,-1,-1,-1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,-1,1,-1,1,-1,-1,1,-1,-1,-1,-1,0
Exp042223,normal,-1,-1,-1,-1,-1,-1,0,1,1,1,0,1,0,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,0,-1,-1,-1,0,0,0,0,-1,1,-1,-1,0
Exp042224,normal,1,1,-1,-1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,-1,-1,-1,0,-1,1,0,1,1,1,1,0
Exp042225,normal,1,-1,1,-1,1,-1,0,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,0,1,1,1,-1,-1,-1,-1,-1,1,1,1,1
Exp042226,normal,1,1,-1,-1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,-1,1,-1,-1,-1,1,-1,-1,1,-1,-1,0
Exp042227,normal,1,1,-1,-1,1,0,1,-1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,-1,1,-1,0,0,0,1,-1,-1,1,1,0
Exp042228,normal,-1,-1,-1,-1,-1,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,0,-1,-1,0,0,1,1,0,-1,0,0,0,0
Exp042229,normal,-1,-1,-1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,-1,1,0,1,1,1
Exp042230,normal,-1,-1,-1,1,1,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0,0,0,1,0,0,-1,1,1,1,-1,0
Exp042231,normal,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,-1,1,1,1,0
Exp042232,normal,-1,-1,-1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,0,-1,-1,-1,0,-1,-1,-1,-1,0,1,1,0
Exp042233,normal,-1,-1,-1,-1,-1,-1,0,1,0,1,1,0,1,1,1,1,1,0,1,1,0,0,0,1,1,1,1,1,0,0,0,0,0,-1,-1,-1,-1,0,0,0,1
Exp042234,normal,-1,-1,-1,-1,-1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,-1,-1,-1,-1,1,1,1,0
Exp042235,normal,-1,-1,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,1,0,0,-1,-1,0,1,1,0
Exp042245,normal,-1,-1,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,1,-1,-1,-1,-1,0,1,1,0
Exp042246,normal,-1,0,0,0,0,0,0,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,0,-1,-1,-1,0,1,1,0,-1,0,1,1,-1
Exp042247,normal,1,-1,-1,1,1,0,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,-1,1,0,0,1,-1,1,1,1,0
Exp042248,normal,-1,1,-1,1,-1,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,-1,1,1,-1,1,-1,-1,-1,0,-1,1,-1,0
Exp042249,normal,-1,-1,-1,-1,-1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,-1,-1,-1,1,1,1,-1,0
Exp042250,normal,-1,-1,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,-1,-1,0,-1,-1,-1,0,1,-1,-1,1,1,-1,1,-1,1,-1,-1,-1
Exp042251,normal,-1,-1,-1,-1,-1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,-1,-1,-1,1,-1,-1,-1,1,1,-1,-1,0
Exp042252,normal,1,-1,1,1,-1,0,0,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,0,-1,0,0,-1,0,1,-1,0,0,0,0,-1,-1,-1,1,1,0
Exp042253,normal,1,1,-1,-1,-1,-1,0,-1,1,1,1,-1,1,1,-1,1,1,1,-1,-1,-1,-1,1,-1,0,0,-1,1,-1,-1,-1,-1,0,-1,-1,-1,-1,1,1,1,0
Exp042236,normal,-1,-1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,-1,-1,-1,-1,1,1,-1,-1,0,1,1,1
Exp042237,normal,-1,-1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,-1,-1,-1,-1,-1,-1,1,-1,1,1,1,1
Exp042238,normal,-1,-1,-1,-1,-1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,1,0,-1,-1,-1,0,-1,-1,-1,-1,1,-1,-1,1
Exp042239,normal,-1,-1,-1,1,1,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,-1,-1,-1,0,-1,-1,0,-1,0,0,0,1
Exp042240,normal,-1,-1,-1,-1,-1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,0,0,0,0,-1,1,1,-1,1,0,1,1,0
Exp042241,normal,-1,-1,-1,-1,-1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0,0,-1,-1,1,0,-1,-1,-1,-1,1,1,1,-1
Exp042242,normal,-1,-1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,0,-1,-1,-1,1,1,-1,-1,-1,1,-1,1,0
Exp042243,normal,-1,-1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,-1,0,0,-1,-1,-1,-1,1,1,1,0
Exp042244,normal,-1,-1,0,0,0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,-1,-1,-1,0,-1,-1,-1,-1,1,1,1,1
Exp042196,normal,1,1,-1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,-1,1,0,1,1,0,1,1,0,1,1,1,0,1,1,0,-1,-1,0,0,0
Exp042192,normal,-1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,1,1,1,-1,-1,-1,0,-1,-1,0,-1,1,1,1,1
Exp042193,normal,1,-1,-1,-1,1,-1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,-1,1,1,1,0,-1,-1,1,-1,-1,1,1,0
Exp042194,normal,-1,1,-1,-1,-1,-1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,-1,-1,0,-1,-1,-1,1,-1,1,1,1,0
Exp042195,normal,-1,1,-1,-1,-1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,1,1,1,1,1,1,1,-1,-1,0,-1,1,1,-1,0
Exp042174,normal,-1,1,-1,-1,-1,-1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,0,1,1,1,-1,-1,-1,-1,0,-1,-1,0,-1,0,-1,-1,-1
Exp042175,normal,-1,-1,-1,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,1,1,0,-1,0,0,0,1,-1,-1,0,-1,0,0,0,1
Exp042176,normal,-1,-1,-1,-1,-1,0,1,1,0,1,0,1,0,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,-1,0,0,0,1
Exp042177,normal,-1,0,-1,1,-1,-1,0,0,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,0,1,1,1,0,-1,-1,-1,0,-1,-1,0,-1,0,1,1,1
Exp042178,normal,-1,1,1,-1,-1,-1,1,1,0,1,0,-1,-1,1,-1,1,1,1,0,-1,1,-1,1,1,0,-1,-1,1,-1,0,0,0,1,0,0,0,-1,1,-1,1,-1
Exp042179,normal,-1,-1,-1,-1,-1,0,1,1,0,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,0,0,0,0,0,1,-1,0,-1,1,1,1,1
Exp042180,normal,-1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,-1,1,1,-1,0,-1,-1,0,-1,0,-1,-1,1
Exp042181,normal,-1,-1,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,0,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0,-1,-1,0,1,0,1,1,0
Exp042182,normal,-1,-1,1,1,1,-1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,-1,-1,1,1,0,1,-1,1,-1,-1,-1,-1,-1,-1,-1,1,0,-1,1,1,1
Exp042183,normal,-1,1,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,-1,-1,0,0,1,-1,-1,-1
Exp042184,normal,-1,1,-1,-1,-1,-1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,-1,-1,-1,0,-1,-1,-1,0,1,1,1,1
Exp042185,normal,1,1,1,-1,1,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,1,-1,0,-1,-1,0,-1,1,-1,1,-1,-1,1,-1,1,1,-1,0
Exp042186,normal,-1,1,-1,-1,-1,-1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,-1,-1,-1,0,-1,-1,1,-1,1,1,-1,1
Exp042187,normal,1,1,-1,1,1,-1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,0,1,1,0,0,-1,-1,1,-1,-1,0,0,1
Exp042188,normal,1,-1,1,-1,-1,0,1,-1,-1,0,0,0,-1,-1,-1,0,1,1,-1,-1,0,0,-1,-1,-1,-1,0,0,0,-1,-1,0,0,0,0,1,-1,0,0,-1,1
Exp042189,normal,-1,-1,-1,1,1,-1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,1,-1,-1,1,1,1
Exp042191,normal,-1,1,-1,-1,-1,-1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,-1,-1,-1,0,-1,-1,1,-1,1,1,-1,0
Exp042173,normal,-1,-1,-1,-1,-1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,1,0,0,0
Exp042259,normal,1,1,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,-1,-1,-1,-1,1
Exp042190,normal,-1,1,1,-1,-1,-1,0,-1,-1,0,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,-1,-1,0,1,-1,1,1,-1,-1,-1,-1
Exp070568,normal,-1,-1,-1,-1,-1,0,1,-1,0,1,-1,1,-1,1,-1,-1,1,1,1,-1,-1,0,-1,1,-1,-1,0,0,0,0,0,0,1,-1,-1,1,-1,0,-1,-1,1
Exp070502,normal,1,1,0,0,0,0,1,-1,1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,0,0,1,1,1,-1,-1,1,1,1,1,1,-1,1,1,-1,0
Exp070513,normal,1,-1,0,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,-1,1,1,-1,-1,1,1,1,1,1,1
Exp070531,normal,-1,1,-1,-1,-1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,-1,1,-1,1,-1,-1,-1,-1,1,0,0,0
Exp070521,normal,1,-1,0,-1,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,0,-1,-1,-1,-1,1,0,-1,1
Exp070589,normal,-1,-1,0,-1,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,0,-1,-1,-1,1,1,0,1,1
Exp070528,normal,-1,-1,0,-1,-1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,-1,-1,0,-1,-1,-1,-1,1,-1,1,1
Exp070571,normal,-1,0,-1,-1,-1,0,0,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,-1,-1,1,-1,1,0,0,1
Exp070517,normal,-1,0,0,0,0,0,1,1,0,1,1,1,1,1,1,0,1,1,1,1,0,0,0,1,1,1,1,1,0,0,0,0,-1,-1,1,-1,-1,0,0,0,-1